Day	Date	Time	Place	Title	Rating
Sun	2011/06/05	15:00	C2GA Cinema 2 General Admit	Ode	15+
Sun	2011/06/05	16:00	C1GA Cinema 1 General Admit	Intangible Asset No. 82	15+
Sun	2011/06/05	17:00	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Sun	2011/06/05	18:00	C1GA Cinema 1 General Admit	Dave Brubeck: In His Own Sweet Way	15+
Sun	2011/06/05	19:00	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Mon	2011/06/06	13:30	C2GA Cinema 2 General Admit	The King's Speech	M
Mon	2011/06/06	19:00	C1GA Cinema 1 General Admit	Old Joy	M
Tue	2011/06/07	15:00	C1GA Cinema 1 General Admit	Meek's Cutoff	PG
Tue	2011/06/07	19:00	C2GA Cinema 2 General Admit	Wendy and Lucy	M
Wed	2011/06/08	18:45	C1GA Cinema 1 General Admit	Meek's Cutoff	PG
Thu	2011/06/09	18:45	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Thu	2011/06/09	19:00	C1GA Cinema 1 General Admit	Animated Jazz Shorts from the Hubley Studio	15+
Fri	2011/06/10	18:45	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Fri	2011/06/10	19:00	C1GA Cinema 1 General Admit	How to Start Your Own Country	MA15+
Fri	2011/06/10	21:00	C2GA Cinema 2 General Admit	Chico and Rita	18+
Fri	2011/06/10	21:30	C1GA Cinema 1 General Admit	Crumb	M
Sat	2011/06/11	11:00	C2GA Cinema 2 General Admit	The King's Speech	M
Sat	2011/06/11	16:00	C1GA Cinema 1 General Admit	Tic Tac 2 Heel Flip	M
Sat	2011/06/11	18:45	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Sat	2011/06/11	19:00	C1GA Cinema 1 General Admit	How to Start Your Own Country	MA15+
Sat	2011/06/11	20:45	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Sat	2011/06/11	21:00	C1GA Cinema 1 General Admit	The Holy Mountain	R18+
Sun	2011/06/12	11:00	C2GA Cinema 2 General Admit	The King's Speech	M
Sun	2011/06/12	17:30	C1GA Cinema 1 General Admit	How to Start Your Own Country	MA15+
Sun	2011/06/12	18:45	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Sun	2011/06/12	19:45	C1GA Cinema 1 General Admit	Dave Brubeck: In His Own Sweet Way	15+
Sun	2011/06/12	20:45	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Mon	2011/06/13	13:00	C1GA Cinema 1 General Admit	Meek's Cutoff + Q&A	PG
Mon	2011/06/13	13:30	C2GA Cinema 2 General Admit	The King's Speech	M
Mon	2011/06/13	15:30	C1GA Cinema 1 General Admit	Meek's Cutoff	PG
Mon	2011/06/13	17:30	C1GA Cinema 1 General Admit	How to Start Your Own Country	MA15+
Mon	2011/06/13	18:30	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Mon	2011/06/13	19:45	C1GA Cinema 1 General Admit	Dream Minimalists	18+
Tue	2011/06/14	15:00	C1GA Cinema 1 General Admit	Meek's Cutoff	PG
Tue	2011/06/14	18:45	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Wed	2011/06/15	18:45	C1GA Cinema 1 General Admit	Meek's Cutoff	PG
Thu	2011/06/16	15:00	C1GA Cinema 1 General Admit	Meek's Cutoff	PG
Thu	2011/06/16	18:45	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Thu	2011/06/16	19:00	C1GA Cinema 1 General Admit	Ode	15+
Thu	2011/06/16	20:45	C1GA Cinema 1 General Admit	Meek's Cutoff	PG
Fri	2011/06/17	19:00	C2GA Cinema 2 General Admit	River of Grass	18+
Fri	2011/06/17	21:00	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Fri	2011/06/17	21:30	C1GA Cinema 1 General Admit	American Splendor	M
Sat	2011/06/18	11:00	C2GA Cinema 2 General Admit	The Special Relationship	M
Sat	2011/06/18	16:00	C1GA Cinema 1 General Admit	Tic Tac 2 Heel Flip	M
Sat	2011/06/18	16:15	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Sat	2011/06/18	19:00	C1GA Cinema 1 General Admit	Old Joy	M
Sat	2011/06/18	20:45	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Sun	2011/06/19	10:30	C1GA Cinema 1 General Admit	Sleeping Beauty	G
Sun	2011/06/19	11:00	C2GA Cinema 2 General Admit	The Special Relationship	M
Sun	2011/06/19	13:00	C1GA Cinema 1 General Admit	Sleeping Beauty	G
Sun	2011/06/19	15:00	C2GA Cinema 2 General Admit	Wendy and Lucy	M
Sun	2011/06/19	17:00	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Sun	2011/06/19	19:00	C2GA Cinema 2 General Admit	Meek's Cutoff	PG
Mon	2011/06/20	13:30	C2GA Cinema 2 General Admit	The Special Relationship	M
Fri	2011/06/24	21:30	C1GA Cinema 1 General Admit	American Splendor	M
Sat	2011/06/25	11:00	C2GA Cinema 2 General Admit	The Special Relationship	M
Sun	2011/06/26	10:30	C1GA Cinema 1 General Admit	The Little Mermaid	G
Sun	2011/06/26	11:00	C2GA Cinema 2 General Admit	The Special Relationship	M
Sun	2011/06/26	13:00	C1GA Cinema 1 General Admit	The Little Mermaid	G
Mon	2011/06/27	13:30	C2GA Cinema 2 General Admit	The Special Relationship	M
Thu	2011/06/30	19:00	C1GA Cinema 1 General Admit	In the Realms of the Unreal	PG
Fri	2011/07/01	19:00	C1GA Cinema 1 General Admit	In the Realms of the Unreal	PG
Fri	2011/07/01	21:30	C1GA Cinema 1 General Admit	Be Kind Rewind	PG
Sat	2011/07/02	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Sat	2011/07/02	11:00	C2GA Cinema 2 General Admit	The Extra Man	M
Sat	2011/07/02	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Sat	2011/07/02	16:00	C1GA Cinema 1 General Admit	The Ultimate Flex Machine	G
Sat	2011/07/02	19:00	C1GA Cinema 1 General Admit	In the Realms of the Unreal	PG
Sun	2011/07/03	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Sun	2011/07/03	11:00	C2GA Cinema 2 General Admit	The Extra Man	M
Sun	2011/07/03	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Sun	2011/07/03	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Sun	2011/07/03	17:30	C1GA Cinema 1 General Admit	In the Realms of the Unreal	PG
Mon	2011/07/04	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Mon	2011/07/04	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Mon	2011/07/04	13:30	C2GA Cinema 2 General Admit	The Extra Man	M
Mon	2011/07/04	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Tue	2011/07/05	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Tue	2011/07/05	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Tue	2011/07/05	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Wed	2011/07/06	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Wed	2011/07/06	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Wed	2011/07/06	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Thu	2011/07/07	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Thu	2011/07/07	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Thu	2011/07/07	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Thu	2011/07/07	19:00	C1GA Cinema 1 General Admit	Mundane History	18+
Fri	2011/07/08	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Fri	2011/07/08	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Fri	2011/07/08	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Fri	2011/07/08	19:00	C1GA Cinema 1 General Admit	Mundane History	18+
Fri	2011/07/08	21:30	C1GA Cinema 1 General Admit	The Science of Sleep	M
Sat	2011/07/09	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Sat	2011/07/09	11:00	C2GA Cinema 2 General Admit	The Extra Man	M
Sat	2011/07/09	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Sat	2011/07/09	16:00	C1GA Cinema 1 General Admit	The Ultimate Flex Machine	G
Sat	2011/07/09	19:00	C1GA Cinema 1 General Admit	Mundane History	18+
Sun	2011/07/10	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Sun	2011/07/10	11:00	C2GA Cinema 2 General Admit	The Extra Man	M
Sun	2011/07/10	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Sun	2011/07/10	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Sun	2011/07/10	17:30	C1GA Cinema 1 General Admit	Mundane History	18+
Mon	2011/07/11	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Mon	2011/07/11	13:30	C1GA Cinema 1 General Admit	The Extra Man	M
Tue	2011/07/12	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Tue	2011/07/12	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Tue	2011/07/12	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Wed	2011/07/13	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Wed	2011/07/13	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Wed	2011/07/13	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Thu	2011/07/14	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Thu	2011/07/14	13:00	C1GA Cinema 1 General Admit	Toy Story 3D 2	G
Thu	2011/07/14	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Fri	2011/07/15	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Fri	2011/07/15	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Fri	2011/07/15	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Fri	2011/07/15	21:30	C1GA Cinema 1 General Admit	Eternal Sunshine of the Spotless Mind	M
Sat	2011/07/16	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Sat	2011/07/16	11:00	C2GA Cinema 2 General Admit	The Illusionist	PG
Sat	2011/07/16	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Sat	2011/07/16	16:00	C1GA Cinema 1 General Admit	Gooch St 2	15+
Sun	2011/07/17	10:30	C1GA Cinema 1 General Admit	Toy Story 3D	G
Sun	2011/07/17	11:00	C2GA Cinema 2 General Admit	The Illusionist	PG
Sun	2011/07/17	13:00	C1GA Cinema 1 General Admit	Toy Story 2 3D	G
Sun	2011/07/17	15:00	C1GA Cinema 1 General Admit	Toy Story 3 3D	G
Sat	2011/07/23	11:00	C1GA Cinema 1 General Admit	The Illusionist	PG
Sun	2011/07/24	11:00	C1GA Cinema 1 General Admit	The Illusionist	PG
Sun	2011/07/24	13:00	C1GA Cinema 1 General Admit	Cinderella	G
Mon	2011/07/25	13:30	C1GA Cinema 1 General Admit	The Illusionist	PG
Sat	2011/07/30	11:00	C1GA Cinema 1 General Admit	Wild Target	M
Sun	2011/07/31	11:00	C1GA Cinema 1 General Admit	Wild Target	M
Sun	2011/07/31	13:00	C1GA Cinema 1 General Admit	Cinderella	G
Mon	2011/08/01	13:30	C1GA Cinema 1 General Admit	Wild Target	M
Sat	2011/08/06	11:00	C1GA Cinema 1 General Admit	Wild Target	M
Sun	2011/08/07	11:00	C1GA Cinema 1 General Admit	Wild Target	M
Sun	2011/08/07	13:00	C1GA Cinema 1 General Admit	Top Hat	G
Mon	2011/08/08	13:30	C2GA Cinema 2 General Admit	Wild Target	M
Fri	2011/08/12	21:30	C1GA Cinema 1 General Admit	Two-Lane Blacktop	M
Sat	2011/08/13	11:00	C2GA Cinema 2 General Admit	Joan Rivers: A Piece of Work	MA15+
Sat	2011/08/13	16:00	C1GA Cinema 1 General Admit	Ron & Valerie Taylor - Pt.1	U15+
Sun	2011/08/14	10:30	C1GA Cinema 1 General Admit	Top Hat	G
Sun	2011/08/14	11:00	C2GA Cinema 2 General Admit	Joan Rivers: A Piece of Work	MA15+
Sun	2011/08/14	13:00	C1GA Cinema 1 General Admit	Top Hat	G
Mon	2011/08/15	13:30	C2GA Cinema 2 General Admit	Joan Rivers: A Piece of Work	MA15+
Fri	2011/08/19	19:00	C1GA Cinema 1 General Admit	My Son, My Son, What Have Ye Done	M
Fri	2011/08/19	21:30	C1GA Cinema 1 General Admit	Two-Lane Blacktop	M
Sat	2011/08/20	11:00	C2GA Cinema 2 General Admit	Joan Rivers: A Piece of Work	MA15+
Sat	2011/08/20	16:00	C1GA Cinema 1 General Admit	Ron & Valerie Taylor - Pt 2	U15+
Sat	2011/08/20	19:00	C1GA Cinema 1 General Admit	My Son, My Son, What Have Ye Done	M
Sun	2011/08/21	10:30	C1GA Cinema 1 General Admit	StreetDance 3D	PG
Sun	2011/08/21	11:00	C2GA Cinema 2 General Admit	Joan Rivers: A Piece of Work	MA15+
Sun	2011/08/21	13:00	C1GA Cinema 1 General Admit	StreetDance 3D	PG
Sun	2011/08/21	17:30	C1GA Cinema 1 General Admit	My Son, My Son, What Have Ye Done	M
Mon	2011/08/22	13:30	C2GA Cinema 2 General Admit	Joan Rivers: A Piece of Work	MA15+
Mon	2011/08/22	19:00	C2GA Cinema 2 General Admit	My Son, My Son, What Have Ye Done	M
Thu	2011/08/25	19:00	C1GA Cinema 1 General Admit	Freakonomics	Unclassified 15+
Fri	2011/08/26	18:45	C2GA Cinema 2 General Admit	Fire In Babylon + Q&A	PG
Fri	2011/08/26	21:00	C2GA Cinema 2 General Admit	Fire In Babylon + Intro	PG
Fri	2011/08/26	21:30	C1GA Cinema 1 General Admit	Devil's Angels	R 18+
Sat	2011/08/27	11:00	C2GA Cinema 2 General Admit	Made In Dagenham	M
Sat	2011/08/27	19:00	C1GA Cinema 1 General Admit	Freakonomics	Unclassified 15+
Sun	2011/08/28	10:30	C1GA Cinema 1 General Admit	StreetDance 3D	PG
Sun	2011/08/28	11:00	C2GA Cinema 2 General Admit	Made In Dagenham	M
Sun	2011/08/28	13:00	C1GA Cinema 1 General Admit	StreetDance 3D	PG
Mon	2011/08/29	13:30	C2GA Cinema 2 General Admit	Made In Dagenham	M
Mon	2011/08/29	19:00	C1GA Cinema 1 General Admit	Freakonomics	Unclassified 15+
Tue	2011/08/30	19:00	C1GA Cinema 1 General Admit	Freakonomics	Unclassified 15+
Tue	2011/08/30	19:00	C2GA Cinema 2 General Admit	Freakonomics	Unclassified 15+
Thu	2011/09/01	19:00	C1GA Cinema 1 General Admit	The Arbor	Unclassified 15+
Fri	2011/09/02	19:00	C1GA Cinema 1 General Admit	The Arbor	Unclassified 15+
Fri	2011/09/02	21:30	C1GA Cinema 1 General Admit	Death Proof	MA 15+
Sat	2011/09/03	11:00	C2GA Cinema 2 General Admit	Made In Dagenham	M
Sat	2011/09/03	19:00	C1GA Cinema 1 General Admit	The Arbor	Unclassified 15+
Sun	2011/09/04	10:30	C2GA Cinema 2 General Admit	NY Export: Opus Jazz	All Ages
Sun	2011/09/04	11:00	C1GA Cinema 1 General Admit	Made In Dagenham	M
Sun	2011/09/04	13:00	C2GA Cinema 2 General Admit	NY Export: Opus Jazz	All Ages
Sun	2011/09/04	17:30	C1GA Cinema 1 General Admit	The Arbor	Unclassified 15+
Mon	2011/09/05	13:30	C2GA Cinema 2 General Admit	Made In Dagenham	M
Mon	2011/09/05	18:30	C2GA Cinema 2 General Admit	A Man's Story	U15+
Mon	2011/09/05	20:30	C2GA Cinema 2 General Admit	Dressed Up for Winter 2011-2012	U15+
Tue	2011/09/06	13:30	C2GA Cinema 2 General Admit	Dressed Up for Winter 2011-2012	U15+
Tue	2011/09/06	18:30	C2GA Cinema 2 General Admit	Paul Smith - Gentleman Designer	U15+
Tue	2011/09/06	20:30	C2GA Cinema 2 General Admit	Vidal Sassoon The Movie	U15+
Wed	2011/09/07	13:30	C2GA Cinema 2 General Admit	A Man's Story	U15+
Thu	2011/09/08	13:30	C2GA Cinema 2 General Admit	Paul Smith - Gentleman Designer	U15+
Thu	2011/09/08	18:30	C2GA Cinema 2 General Admit	Dressed Up for Winter 2011-2012	U15+
Thu	2011/09/08	19:00	C1GA Cinema 1 General Admit	Rita, Sue and Bob Too	M
Thu	2011/09/08	20:30	C2GA Cinema 2 General Admit	Paul Smith - Gentleman Designer	U15+
Fri	2011/09/09	13:30	C2GA Cinema 2 General Admit	Vidal Sassoon The Movie	U15+
Fri	2011/09/09	18:30	C2GA Cinema 2 General Admit	Vidal Sassoon The Movie	U15+
Fri	2011/09/09	19:00	C1GA Cinema 1 General Admit	Rita, Sue and Bob Too	M
Fri	2011/09/09	20:30	C2GA Cinema 2 General Admit	A Man's Story	U15+
Fri	2011/09/09	21:30	C1GA Cinema 1 General Admit	Drugstore Cowboy	M
Sat	2011/09/10	11:00	C2GA Cinema 2 General Admit	Potiche	M
Sat	2011/09/10	12:30	C1GA Cinema 1 General Admit	Vidal Sassoon The Movie	U15+
Sat	2011/09/10	14:30	C1GA Cinema 1 General Admit	Dressed Up for Winter 2011-2012	U15+
Sat	2011/09/10	16:00	C1GA Cinema 1 General Admit	Dark Age	M15+
Sat	2011/09/10	19:00	C1GA Cinema 1 General Admit	Rita, Sue and Bob Too	M
Sun	2011/09/11	10:30	C2GA Cinema 2 General Admit	NY Export: Opus Jazz	All Ages
Sun	2011/09/11	11:00	C1GA Cinema 1 General Admit	Potiche	M
Sun	2011/09/11	13:00	C2GA Cinema 2 General Admit	NY Export: Opus Jazz	All Ages
Sun	2011/09/11	13:30	C1GA Cinema 1 General Admit	Paul Smith - Gentleman Designer	U15+
Sun	2011/09/11	15:30	C2GA Cinema 2 General Admit	A Man's Story	U15+
Sun	2011/09/11	17:30	C1GA Cinema 1 General Admit	Rita, Sue and Bob Too	M
Mon	2011/09/12	13:30	C2GA Cinema 2 General Admit	Potiche	M
Thu	2011/09/15	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Fri	2011/09/16	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Fri	2011/09/16	21:30	C1GA Cinema 1 General Admit	Factotum	M
Sat	2011/09/17	11:00	C2GA Cinema 2 General Admit	Potiche	M
Sat	2011/09/17	15:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sat	2011/09/17	16:00	C1GA Cinema 1 General Admit	Dark Age	M15+
Sat	2011/09/17	17:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sat	2011/09/17	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sun	2011/09/18	10:30	C1GA Cinema 1 General Admit	Billy Elliot	M
Sun	2011/09/18	11:00	C2GA Cinema 2 General Admit	Potiche	M
Sun	2011/09/18	13:00	C1GA Cinema 1 General Admit	Billy Elliot	M
Sun	2011/09/18	15:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sun	2011/09/18	17:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sun	2011/09/18	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Mon	2011/09/19	13:30	C2GA Cinema 2 General Admit	Potiche	M
Mon	2011/09/19	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Tue	2011/09/20	15:00	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Tue	2011/09/20	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Wed	2011/09/21	19:30	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Thu	2011/09/22	15:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Thu	2011/09/22	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Thu	2011/09/22	21:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Fri	2011/09/23	19:00	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Fri	2011/09/23	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Fri	2011/09/23	21:15	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Fri	2011/09/23	21:30	C1GA Cinema 1 General Admit	Black Vengeance	M
Sat	2011/09/24	11:00	C2GA Cinema 2 General Admit	La Danse: The Paris Opera Ballet	PG
Sat	2011/09/24	11:15	C1GA Cinema 1 General Admit	Animated Kitty Cat Kids' Flicks	G
Sat	2011/09/24	13:00	C1GA Cinema 1 General Admit	A Cat in Paris (Une vie de chat)	PG
Sat	2011/09/24	16:00	C1GA Cinema 1 General Admit	Dark Age	M15+
Sat	2011/09/24	17:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sat	2011/09/24	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sun	2011/09/25	10:30	C1GA Cinema 1 General Admit	Billy Elliot	M
Sun	2011/09/25	11:00	C2GA Cinema 2 General Admit	La Danse: The Paris Opera Ballet	PG
Sun	2011/09/25	13:00	C1GA Cinema 1 General Admit	Billy Elliot	M
Sun	2011/09/25	15:30	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sun	2011/09/25	16:00	C1GA Cinema 1 General Admit	Whatever Gets You Through the N...	18+
Sun	2011/09/25	17:30	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sun	2011/09/25	18:00	C1GA Cinema 1 General Admit	Coming Attractions: Trailers a...	18+
Mon	2011/09/26	11:00	C1GA Cinema 1 General Admit	Animated Kitty Cat Kids' Flicks	G
Mon	2011/09/26	13:00	C1GA Cinema 1 General Admit	A Cat in Paris (Une vie de chat)	PG
Mon	2011/09/26	13:30	C2GA Cinema 2 General Admit	La Danse: The Paris Opera Ballet	PG
Mon	2011/09/26	19:00	C1GA Cinema 1 General Admit	Film, Politics, Violence, Beauty	M
Mon	2011/09/26	19:15	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Tue	2011/09/27	11:00	C2GA Cinema 2 General Admit	Animated Kitty Cat Kids' Flicks	G
Tue	2011/09/27	13:00	C2GA Cinema 2 General Admit	A Cat in Paris (Une vie de chat)	PG
Tue	2011/09/27	15:00	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Tue	2011/09/27	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Wed	2011/09/28	11:00	C2GA Cinema 2 General Admit	Animated Kitty Cat Kids' Flicks	G
Wed	2011/09/28	13:00	C2GA Cinema 2 General Admit	A Cat in Paris (Une vie de chat)	PG
Wed	2011/09/28	19:30	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Thu	2011/09/29	11:00	C2GA Cinema 2 General Admit	Animated Kitty Cat Kids' Flicks	G
Thu	2011/09/29	13:00	C2GA Cinema 2 General Admit	A Cat in Paris (Une vie de chat)	PG
Thu	2011/09/29	15:00	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Thu	2011/09/29	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Fri	2011/09/30	11:00	C1GA Cinema 1 General Admit	Animated Kitty Cat Kids' Flicks	G
Fri	2011/09/30	13:00	C1GA Cinema 1 General Admit	A Cat in Paris (Une vie de chat)	PG
Fri	2011/09/30	19:00	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Fri	2011/09/30	21:30	C1GA Cinema 1 General Admit	Black Vengeance	M
Sat	2011/10/01	11:00	C1GA Cinema 1 General Admit	Animated Kitty Cat Kids' Flicks	G
Sat	2011/10/01	13:00	C1GA Cinema 1 General Admit	A Cat in Paris (Une vie de chat)	PG
Sat	2011/10/01	16:00	C1GA Cinema 1 General Admit	Patrick	M
Sat	2011/10/01	19:00	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Sat	2011/10/01	21:00	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Sun	2011/10/02	10:30	C1GA Cinema 1 General Admit	Mad Hot Ballroom	PG
Sun	2011/10/02	13:00	C1GA Cinema 1 General Admit	Mad Hot Ballroom	PG
Sun	2011/10/02	13:30	C2GA Cinema 2 General Admit	Doctor Zhivago	PG
Sun	2011/10/02	17:30	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sun	2011/10/02	19:30	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Mon	2011/10/03	11:00	C1GA Cinema 1 General Admit	Animated Kitty Cat Kids' Flicks	G
Mon	2011/10/03	13:00	C1GA Cinema 1 General Admit	A Cat in Paris (Une vie de chat)	PG
Mon	2011/10/03	19:00	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Tue	2011/10/04	10:30	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Tue	2011/10/04	12:00	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Tue	2011/10/04	14:00	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Tue	2011/10/04	15:00	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Tue	2011/10/04	15:30	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Wed	2011/10/05	10:30	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Wed	2011/10/05	12:00	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Wed	2011/10/05	14:00	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Wed	2011/10/05	15:30	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Wed	2011/10/05	19:30	C1GA Cinema 1 General Admit	Fire In Babylon	PG
Thu	2011/10/06	10:30	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Thu	2011/10/06	12:00	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Thu	2011/10/06	14:00	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Thu	2011/10/06	15:30	C2GA Cinema 2 General Admit	Peter and the Wolf	all ages
Thu	2011/10/06	19:00	C1GA Cinema 1 General Admit	Dragonslayer	M
Fri	2011/10/07	11:00	C2GA Cinema 2 General Admit	Sweet Smell of Success	PG
Fri	2011/10/07	11:15	C1GA Cinema 1 General Admit	Animated Kitty Cat Kids' Flicks	G
Fri	2011/10/07	13:00	C1GA Cinema 1 General Admit	A Cat in Paris (Une vie de chat)	PG
Fri	2011/10/07	13:30	C2GA Cinema 2 General Admit	Some Like It Hot	PG
Fri	2011/10/07	19:00	C1GA Cinema 1 General Admit	Dragonslayer	M
Fri	2011/10/07	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Fri	2011/10/07	21:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sat	2011/10/08	11:00	C2GA Cinema 2 General Admit	Water for Elephants	M
Sat	2011/10/08	11:15	C1GA Cinema 1 General Admit	Animated Kitty Cat Kids' Flicks	G
Sat	2011/10/08	13:00	C1GA Cinema 1 General Admit	A Cat in Paris (Une vie de chat)	PG
Sat	2011/10/08	16:00	C1GA Cinema 1 General Admit	Patrick	M
Sat	2011/10/08	17:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sat	2011/10/08	19:00	C1GA Cinema 1 General Admit	Dragonslayer	M
Sat	2011/10/08	19:00	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sun	2011/10/09	10:30	C1GA Cinema 1 General Admit	Mad Hot Ballroom	PG
Sun	2011/10/09	11:00	C2GA Cinema 2 General Admit	Water for Elephants	M
Sun	2011/10/09	13:00	C1GA Cinema 1 General Admit	Mad Hot Ballroom	PG
Sun	2011/10/09	15:30	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Sun	2011/10/09	17:30	C1GA Cinema 1 General Admit	Dragonslayer	M
Sun	2011/10/09	17:30	C2GA Cinema 2 General Admit	Fire In Babylon	PG
Mon	2011/10/10	13:30	C2GA Cinema 2 General Admit	Water for Elephants	M
