Day	Date	Time	Place	Title	Rating
Sun	2007/09/09	17:30	C2GA Cinema 2 General Admit	Sick: The Life and Death of Bob Flanagan	18+
Mon	2007/09/10	13:30	C2GA Cinema 2 General Admit	The White Masai	M
Thu	2007/09/13	18:30	C1GA Cinema 1 General Admit	Finding Nemo + Knick Knack	G
Fri	2007/09/14	19:00	C1GA Cinema 1 General Admit	The Fall	18+
Fri	2007/09/14	22:00	C1GA Cinema 1 General Admit	This Filthy World	18+
Sat	2007/09/15	11:00	C2GA Cinema 2 General Admit	The White Masai	M
Sat	2007/09/15	16:00	C1GA Cinema 1 General Admit	Wedding Sari Showdown 1&2	Unclass 18+
Sat	2007/09/15	16:00	C2GA Cinema 2 General Admit	Wedding Sari Showdown 1&2	Unclass 18+
Sat	2007/09/15	17:30	C2GA Cinema 2 General Admit	Peter Whitehead Shorts	18+
Sat	2007/09/15	17:30	C1GA Cinema 1 General Admit	Peter Whitehead Shorts	18+
Sat	2007/09/15	19:00	C2GA Cinema 2 General Admit	Led Zeppelin: Live at the Royal Albert Hall	18+
Sat	2007/09/15	19:00	C1GA Cinema 1 General Admit	Led Zeppelin: Live at the Royal Albert Hall	18+
Sat	2007/09/15	21:15	C1GA Cinema 1 General Admit	The Fire In The Water	18+
Sun	2007/09/16	10:30	C2GA Cinema 2 General Admit	Cars + One Man Band	G
Sun	2007/09/16	13:00	C2GA Cinema 2 General Admit	Cars + One Man Band	G
Sun	2007/09/16	15:00	C1GA Cinema 1 General Admit	Tonight Let's All Make Love In London	18+
Sun	2007/09/16	17:00	C1GA Cinema 1 General Admit	The Fall	18+
Mon	2007/09/17	13:30	C2GA Cinema 2 General Admit	The White Masai	M
Thu	2007/09/20	18:30	C1GA Cinema 1 General Admit	The Incredibles + Boundin'	PG
Thu	2007/09/20	19:00	C2GA Cinema 2 General Admit	Pat Garrett and Billy the Kid	M
Thu	2007/09/20	21:15	C2GA Cinema 2 General Admit	Requiem for Billy the Kid	15+
Fri	2007/09/21	19:00	C2GA Cinema 2 General Admit	Pat Garrett and Billy the Kid	M
Fri	2007/09/21	22:00	C1GA Cinema 1 General Admit	Mondo Cane	18+
Sat	2007/09/22	11:00	C2GA Cinema 2 General Admit	Venus	MA15+
Sat	2007/09/22	14:00	C1GA Cinema 1 General Admit	Footy Shorts	Unclass 18+
Sat	2007/09/22	16:00	C1GA Cinema 1 General Admit	Australian Rules	M
Sat	2007/09/22	19:00	C2GA Cinema 2 General Admit	Requiem for Billy the Kid	15+
Sat	2007/09/22	21:00	C2GA Cinema 2 General Admit	Pat Garrett and Billy the Kid	M
Sun	2007/09/23	10:30	C2GA Cinema 2 General Admit	Finding Nemo + Knick Knack	G
Sun	2007/09/23	13:00	C2GA Cinema 2 General Admit	Finding Nemo + Knick Knack	G
Sun	2007/09/23	17:30	C2GA Cinema 2 General Admit	Requiem for Billy the Kid	15+
Mon	2007/09/24	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Mon	2007/09/24	13:30	C1GA Cinema 1 General Admit	The Iron Giant	PG
Mon	2007/09/24	13:30	C2GA Cinema 2 General Admit	Venus	MA15+
Tue	2007/09/25	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Tue	2007/09/25	13:30	C2GA Cinema 2 General Admit	The Iron Giant	PG
Wed	2007/09/26	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Wed	2007/09/26	13:30	C2GA Cinema 2 General Admit	The Iron Giant	PG
Thu	2007/09/27	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Thu	2007/09/27	13:30	C2GA Cinema 2 General Admit	The Iron Giant	PG
Thu	2007/09/27	18:30	C1GA Cinema 1 General Admit	Cars + One Man Band	G
Thu	2007/09/27	19:00	C2GA Cinema 2 General Admit	Destricted	18+
Fri	2007/09/28	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Fri	2007/09/28	13:30	C2GA Cinema 2 General Admit	The Iron Giant	PG
Fri	2007/09/28	19:00	C2GA Cinema 2 General Admit	Destricted	18+
Fri	2007/09/28	22:00	C1GA Cinema 1 General Admit	Valley Girl	M
Sat	2007/09/29	11:00	C2GA Cinema 2 General Admit	Venus	MA15+
Sat	2007/09/29	16:00	C1GA Cinema 1 General Admit	Jisoe + A Dollar for the Good Ones	18+
Sat	2007/09/29	19:00	C2GA Cinema 2 General Admit	Destricted	18+
Sun	2007/09/30	10:30	C2GA Cinema 2 General Admit	The Incredibles + Boundin'	PG
Sun	2007/09/30	13:00	C2GA Cinema 2 General Admit	The Incredibles + Boundin'	PG
Sun	2007/09/30	15:30	C1GA Cinema 1 General Admit	Destricted + Panel Discussion	18+
Sun	2007/09/30	15:30	C1GA Cinema 1 General Admit	Destricted + Panel Discussion	18+
Mon	2007/10/01	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Mon	2007/10/01	13:30	C1GA Cinema 1 General Admit	The Iron Giant	PG
Mon	2007/10/01	13:30	C2GA Cinema 2 General Admit	Venus	MA15+
Tue	2007/10/02	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Tue	2007/10/02	13:30	C2GA Cinema 2 General Admit	The Iron Giant	PG
Wed	2007/10/03	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Wed	2007/10/03	13:30	C2GA Cinema 2 General Admit	The Iron Giant	PG
Wed	2007/10/03	13:30	C1GA Cinema 1 General Admit	The Iron Giant	PG
Thu	2007/10/04	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Thu	2007/10/04	13:30	C2GA Cinema 2 General Admit	The Iron Giant	PG
Fri	2007/10/05	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Fri	2007/10/05	13:30	C2GA Cinema 2 General Admit	The Iron Giant	PG
Fri	2007/10/05	19:00	C2GA Cinema 2 General Admit	Angel	M
Fri	2007/10/05	22:00	C1GA Cinema 1 General Admit	Flying High	M
Sat	2007/10/06	11:00	C1GA Cinema 1 General Admit	La Vie En Rose	M
Sat	2007/10/06	16:00	C1GA Cinema 1 General Admit	Paperback Hero	M
Sat	2007/10/06	17:00	C2GA Cinema 2 General Admit	Fear Eats The Soul (Angst essen Seele auf)	
Sat	2007/10/06	19:00	C2GA Cinema 2 General Admit	Water Drops on Burning Rocks	MA15+
Sat	2007/10/06	21:00	C1GA Cinema 1 General Admit	Sitcom	Unclassified 18+
Sun	2007/10/07	10:30	C2GA Cinema 2 General Admit	Ratatouille + Lifted	PG
Sun	2007/10/07	13:00	C2GA Cinema 2 General Admit	Ratatouille + Lifted	PG
Sun	2007/10/07	15:00	C1GA Cinema 1 General Admit	Under The Sand (Sous le sable)	
Sun	2007/10/07	17:00	C1GA Cinema 1 General Admit	8 Femmes (8 Women)	
Sun	2007/10/07	19:00	C1GA Cinema 1 General Admit	Imitation of Life	unclassified 18+
Mon	2007/10/08	10:00	C2GA Cinema 2 General Admit	The Last King of Scotland	MA15+
Mon	2007/10/08	12:15	C2GA Cinema 2 General Admit	Notes on a Scandal	MA15+
Mon	2007/10/08	14:30	C2GA Cinema 2 General Admit	Breaking and Entering	M
Tue	2007/10/09	10:00	C2GA Cinema 2 General Admit	Becoming Jane	PG
Tue	2007/10/09	12:15	C2GA Cinema 2 General Admit	Emma	G
Tue	2007/10/09	14:30	C2GA Cinema 2 General Admit	Pride & Prejudice	G
Wed	2007/10/10	10:00	C2GA Cinema 2 General Admit	Persuasion	G
Wed	2007/10/10	12:15	C2GA Cinema 2 General Admit	Becoming Jane	PG
Wed	2007/10/10	14:30	C2GA Cinema 2 General Admit	Sense & Sensibility	G
Thu	2007/10/11	10:00	C2GA Cinema 2 General Admit	The Singer [Quand j'etais chanteur]	M
Thu	2007/10/11	12:15	C2GA Cinema 2 General Admit	Razzle Dazzle	PG
Thu	2007/10/11	14:30	C2GA Cinema 2 General Admit	The Phantom of the Opera	PG
Fri	2007/10/12	10:00	C2GA Cinema 2 General Admit	I Do [Prete-moi ta main]	M
Fri	2007/10/12	12:15	C2GA Cinema 2 General Admit	Pan's Labyrinth	MA15+
Fri	2007/10/12	14:30	C2GA Cinema 2 General Admit	Into Great Silence	G
Fri	2007/10/12	19:00	C1GA Cinema 1 General Admit	The Short Films of Francois Ozon	MA15+
Fri	2007/10/12	22:00	C1GA Cinema 1 General Admit	Blow Out	M
Sat	2007/10/13	11:00	C2GA Cinema 2 General Admit	La Vie En Rose	M
Sat	2007/10/13	16:00	C1GA Cinema 1 General Admit	Paul Harris Presents. Money Movers	R18+
Sat	2007/10/13	17:00	C2GA Cinema 2 General Admit	5 x 2	MA15+
Sat	2007/10/13	19:00	C1GA Cinema 1 General Admit	Belle De Jour	M
Sat	2007/10/13	21:00	C1GA Cinema 1 General Admit	Criminal Lovers (Amants Criminels)	
Sun	2007/10/14	10:30	C2GA Cinema 2 General Admit	Ratatouille + Lifted	PG
Sun	2007/10/14	13:00	C2GA Cinema 2 General Admit	Ratatouille + Lifted	PG
Sun	2007/10/14	15:00	C1GA Cinema 1 General Admit	Time To Leave (Un Lever de Rideau)	
Sun	2007/10/14	17:00	C1GA Cinema 1 General Admit	Swimming Pool	MA15+
Sun	2007/10/14	19:00	C1GA Cinema 1 General Admit	Persona	M
Mon	2007/10/15	13:30	C2GA Cinema 2 General Admit	La Vie En Rose	M
Fri	2007/10/19	22:00	C2GA Cinema 2 General Admit	Bad Girls Go To Hell	R18+
Sat	2007/10/20	11:00	C2GA Cinema 2 General Admit	La Vie En Rose	M
Sat	2007/10/20	16:00	C1GA Cinema 1 General Admit	Spotswood	M
Sun	2007/10/21	10:30	C2GA Cinema 2 General Admit	Strings	PG
Sun	2007/10/21	13:00	C2GA Cinema 2 General Admit	Strings	PG
Mon	2007/10/22	13:30	C1GA Cinema 1 General Admit	La Vie En Rose	M
Thu	2007/10/25	19:00	C2GA Cinema 2 General Admit	An Old Mistress	R18+
Thu	2007/10/25	19:00	C1GA Cinema 1 General Admit	Andy Warhol: A Documentary Film	Unclassified 18+
Fri	2007/10/26	19:00	C2GA Cinema 2 General Admit	Anatomy of Hell	R18+
Fri	2007/10/26	19:00	C1GA Cinema 1 General Admit	Andy Warhol: A Documentary Film	Unclassified 18+
Fri	2007/10/26	22:00	C2GA Cinema 2 General Admit	The Blair Witch Project	M
Sat	2007/10/27	11:00	C1GA Cinema 1 General Admit	The Lives of Others	MA15+
Sat	2007/10/27	16:00	C1GA Cinema 1 General Admit	Stir	M
Sat	2007/10/27	19:00	C1GA Cinema 1 General Admit	Andy Warhol: A Documentary Film	Unclassified 18+
Sat	2007/10/27	19:00	C2GA Cinema 2 General Admit	Fat Girl	R18+
Sat	2007/10/27	21:00	C2GA Cinema 2 General Admit	Romance	R18+
Sun	2007/10/28	10:30	C2GA Cinema 2 General Admit	Strings	PG
Sun	2007/10/28	13:00	C2GA Cinema 2 General Admit	Strings	PG
Sun	2007/10/28	15:30	C1GA Cinema 1 General Admit	Andy Warhol: A Documentary Film	Unclassified 18+
Sun	2007/10/28	15:30	C2GA Cinema 2 General Admit	Brief Crossing	18+
Sun	2007/10/28	17:30	C2GA Cinema 2 General Admit	Sex Is Comedy	18+
Mon	2007/10/29	13:30	C2GA Cinema 2 General Admit	The Lives of Others	MA15+
Thu	2007/11/01	19:00	C1GA Cinema 1 General Admit	Perfect Love	18+
Thu	2007/11/01	21:15	C1GA Cinema 1 General Admit	Romance	R18+
Fri	2007/11/02	19:00	C2GA Cinema 2 General Admit	Sex Is Comedy	18+
Fri	2007/11/02	22:00	C1GA Cinema 1 General Admit	Highway 61	M
Sat	2007/11/03	11:00	C2GA Cinema 2 General Admit	The Lives of Others	MA15+
Sat	2007/11/03	16:00	C1GA Cinema 1 General Admit	Dead Calm	M
Sat	2007/11/03	19:00	C2GA Cinema 2 General Admit	Fat Girl	R18+
Sat	2007/11/03	21:00	C2GA Cinema 2 General Admit	Anatomy of Hell	R18+
Sun	2007/11/04	10:30	C2GA Cinema 2 General Admit	Children of Heaven	PG
Sun	2007/11/04	13:00	C2GA Cinema 2 General Admit	Children of Heaven	PG
Sun	2007/11/04	15:30	C2GA Cinema 2 General Admit	Nocturnal Uproar	18+
Sun	2007/11/04	17:30	C2GA Cinema 2 General Admit	36 Fillette	R18+
Mon	2007/11/05	13:30	C2GA Cinema 2 General Admit	The Lives of Others	MA15+
Thu	2007/11/08	19:00	C1GA Cinema 1 General Admit	Annie Leibovitz: Life Through a Lens	
Fri	2007/11/09	19:00	C1GA Cinema 1 General Admit	Annie Leibovitz: Life Through a Lens	
Fri	2007/11/09	22:00	C1GA Cinema 1 General Admit	Sex & Zen	R18+
Sat	2007/11/10	11:00	C2GA Cinema 2 General Admit	Romulus, My Father	M
Sat	2007/11/10	16:00	C1GA Cinema 1 General Admit	Modern Love	Unclassified 18+
Sat	2007/11/10	19:00	C1GA Cinema 1 General Admit	Annie Leibovitz: Life Through a Lens	
Sun	2007/11/11	10:30	C1GA Cinema 1 General Admit	Whale Rider	PG
Sun	2007/11/11	13:00	C1GA Cinema 1 General Admit	Whale Rider	PG
Sun	2007/11/11	17:30	C1GA Cinema 1 General Admit	Annie Leibovitz: Life Through a Lens	
Mon	2007/11/12	13:30	C2GA Cinema 2 General Admit	Romulus, My Father	M
Fri	2007/11/16	22:00	C1GA Cinema 1 General Admit	Carnival of Souls	PG
Sat	2007/11/17	11:00	C2GA Cinema 2 General Admit	Romulus, My Father	M
Sat	2007/11/17	16:00	C1GA Cinema 1 General Admit	Pure Shit	M
Sun	2007/11/18	10:30	C1GA Cinema 1 General Admit	Whale Rider	PG
Sun	2007/11/18	13:00	C1GA Cinema 1 General Admit	Whale Rider	PG
Mon	2007/11/19	13:30	C2GA Cinema 2 General Admit	Romulus, My Father	M
Fri	2007/11/23	22:00	C1GA Cinema 1 General Admit	Hair	M
Sat	2007/11/24	11:00	C2GA Cinema 2 General Admit	Clubland	M
Sat	2007/11/24	16:00	C1GA Cinema 1 General Admit	Plenty	M
Sun	2007/11/25	10:30	C1GA Cinema 1 General Admit	Flushed Away	G
Sun	2007/11/25	13:00	C1GA Cinema 1 General Admit	Flushed Away	G
Mon	2007/11/26	13:30	C2GA Cinema 2 General Admit	Clubland	M
Thu	2007/11/29	19:00	C1GA Cinema 1 General Admit	Kerry Laitala's Muse of Cinema Program	
Thu	2007/11/29	20:45	C1GA Cinema 1 General Admit	Vladmaster LIVE Performance	
Fri	2007/11/30	19:00	C1GA Cinema 1 General Admit	Black White + Gray	Unclassified 18+
Fri	2007/11/30	22:00	C1GA Cinema 1 General Admit	Fist of Fury	M
Sat	2007/12/01	11:00	C2GA Cinema 2 General Admit	Clubland	M
Sat	2007/12/01	16:00	C1GA Cinema 1 General Admit	A Sting in the Tale	M
Sat	2007/12/01	19:00	C1GA Cinema 1 General Admit	Black White + Gray	Unclassified 18+
Sun	2007/12/02	10:30	C2GA Cinema 2 General Admit	Flushed Away	G
Sun	2007/12/02	13:00	C2GA Cinema 2 General Admit	Flushed Away	G
Sun	2007/12/02	17:30	C1GA Cinema 1 General Admit	Black White + Gray	Unclassified 18+
Mon	2007/12/03	13:30	C2GA Cinema 2 General Admit	Clubland	M
Fri	2007/12/07	19:00	C2GA Cinema 2 General Admit	Boarding Gate	Unclassified 18+
Fri	2007/12/07	21:15	C2GA Cinema 2 General Admit	Deep Red (Profondo Rosso)	
Sat	2007/12/08	11:00	C2GA Cinema 2 General Admit	Orchestra Seats	M
Sat	2007/12/08	16:00	C2GA Cinema 2 General Admit	The Independent	18+
Sat	2007/12/08	19:00	C2GA Cinema 2 General Admit	Suspiria	R18+
Sat	2007/12/08	21:15	C2GA Cinema 2 General Admit	Dario Argento's Inferno	R18+
Sun	2007/12/09	10:30	C2GA Cinema 2 General Admit	Spy Kids	PG-low level violence
Sun	2007/12/09	13:00	C2GA Cinema 2 General Admit	Spy Kids	PG-low level violence
Sun	2007/12/09	15:30	C2GA Cinema 2 General Admit	Transylvania	M
Sun	2007/12/09	16:00	C1GA Cinema 1 General Admit	Cinemanic 15+	
Sun	2007/12/09	17:30	C2GA Cinema 2 General Admit	The Heart is Deceitful Above All Things	R18+
Sun	2007/12/09	18:00	C1GA Cinema 1 General Admit	Cinemanic 18+	
Mon	2007/12/10	13:30	C2GA Cinema 2 General Admit	Orchestra Seats	M
Mon	2007/12/10	19:00	C2GA Cinema 2 General Admit	Scarlet Diva + Cindy, The Doll is Mine	R18+
Tue	2007/12/11	19:00	C2GA Cinema 2 General Admit	Transylvania	M
Tue	2007/12/11	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Thu	2007/12/13	19:00	C2GA Cinema 2 General Admit	Go Go Tales	Unclassified 18+
Thu	2007/12/13	21:00	C2GA Cinema 2 General Admit	New Rose Hotel + Abel/Asia	Unclassified 18+
Fri	2007/12/14	19:00	C2GA Cinema 2 General Admit	Suspiria	R18+
Fri	2007/12/14	22:00	C2GA Cinema 2 General Admit	Land of the Dead	MA15+
Sat	2007/12/15	11:00	C2GA Cinema 2 General Admit	Orchestra Seats	M
Sat	2007/12/15	16:00	C2GA Cinema 2 General Admit	High Rolling	M
Sat	2007/12/15	19:00	C2GA Cinema 2 General Admit	The Heart is Deceitful Above All Things	R18+
Sat	2007/12/15	21:00	C2GA Cinema 2 General Admit	Go Go Tales	Unclassified 18+
Sun	2007/12/16	10:30	C2GA Cinema 2 General Admit	The Muppet Christmas Carol	G
Sun	2007/12/16	13:00	C2GA Cinema 2 General Admit	The Muppet Christmas Carol	G
Sun	2007/12/16	15:30	C2GA Cinema 2 General Admit	Marie Antoinette	PG
Sun	2007/12/16	18:00	C2GA Cinema 2 General Admit	Scarlet Diva + Cindy, The Doll is Mine	R18+
Mon	2007/12/17	13:30	C2GA Cinema 2 General Admit	Orchestra Seats	M
Fri	2007/12/21	22:00	C1GA Cinema 1 General Admit	Irma Vep	M
Sat	2007/12/22	11:00	C2GA Cinema 2 General Admit	Mr Bean's Holiday	PG
Sat	2007/12/22	16:00	C1GA Cinema 1 General Admit	Bush Christmas	G
Sun	2007/12/23	10:30	C2GA Cinema 2 General Admit	The Muppet Christmas Carol	G
Sun	2007/12/23	13:00	C2GA Cinema 2 General Admit	The Muppet Christmas Carol	G
Mon	2007/12/24	13:30	C2GA Cinema 2 General Admit	Mr Bean's Holiday	PG
Wed	2007/12/26	15:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Wed	2007/12/26	17:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Wed	2007/12/26	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Thu	2007/12/27	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Thu	2007/12/27	21:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Fri	2007/12/28	19:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Fri	2007/12/28	21:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Fri	2007/12/28	22:00	C1GA Cinema 1 General Admit	The Royal Tenenbaums	MA15+
Sat	2007/12/29	11:00	C2GA Cinema 2 General Admit	Mr Bean's Holiday	PG
Sat	2007/12/29	16:00	C1GA Cinema 1 General Admit	Crackers	M
Sat	2007/12/29	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sat	2007/12/29	21:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sun	2007/12/30	10:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Sun	2007/12/30	13:00	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Sun	2007/12/30	15:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sun	2007/12/30	17:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sun	2007/12/30	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Mon	2007/12/31	13:30	C2GA Cinema 2 General Admit	Mr Bean's Holiday	PG
Mon	2007/12/31	15:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Mon	2007/12/31	17:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Mon	2007/12/31	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Tue	2008/01/01	15:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Tue	2008/01/01	17:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Tue	2008/01/01	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Thu	2008/01/03	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Thu	2008/01/03	21:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Fri	2008/01/04	19:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Fri	2008/01/04	21:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Fri	2008/01/04	22:00	C1GA Cinema 1 General Admit	Yellow Submarine	G
Sat	2008/01/05	11:00	C2GA Cinema 2 General Admit	Hollywoodland	MA15+
Sat	2008/01/05	16:00	C1GA Cinema 1 General Admit	Oz: A Rock n Roll Road Movie	M
Sat	2008/01/05	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sat	2008/01/05	21:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sun	2008/01/06	10:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Sun	2008/01/06	13:00	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Sun	2008/01/06	15:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sun	2008/01/06	17:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sun	2008/01/06	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Mon	2008/01/07	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Mon	2008/01/07	13:00	C1GA Cinema 1 General Admit	Surfs Up	G
Mon	2008/01/07	13:30	C2GA Cinema 2 General Admit	Hollywoodland	MA15+
Tue	2008/01/08	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Tue	2008/01/08	13:00	C2GA Cinema 2 General Admit	Surfs Up	G
Wed	2008/01/09	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Wed	2008/01/09	13:00	C2GA Cinema 2 General Admit	Surfs Up	G
Thu	2008/01/10	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Thu	2008/01/10	13:00	C2GA Cinema 2 General Admit	Surfs Up	G
Thu	2008/01/10	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Thu	2008/01/10	21:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Fri	2008/01/11	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Fri	2008/01/11	13:00	C2GA Cinema 2 General Admit	Surfs Up	G
Fri	2008/01/11	19:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Fri	2008/01/11	21:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Fri	2008/01/11	22:00	C1GA Cinema 1 General Admit	Paris, Texas	M
Sat	2008/01/12	11:00	C2GA Cinema 2 General Admit	Hollywoodland	MA15+
Sat	2008/01/12	16:00	C1GA Cinema 1 General Admit	Animated Documentaries	18+
Sat	2008/01/12	17:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Sat	2008/01/12	19:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Sat	2008/01/12	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sat	2008/01/12	21:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sat	2008/01/12	21:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Sun	2008/01/13	10:30	C2GA Cinema 2 General Admit	Nocturna	G
Sun	2008/01/13	13:00	C2GA Cinema 2 General Admit	Nocturna	G
Sun	2008/01/13	15:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sun	2008/01/13	15:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Sun	2008/01/13	17:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sun	2008/01/13	17:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Sun	2008/01/13	19:00	C1GA Cinema 1 General Admit	Wattstax	R18+
Sun	2008/01/13	19:00	C2GA Cinema 2 General Admit	Wattstax	R18+
Fri	2008/01/18	19:00	C2GA Cinema 2 General Admit	Dollars and Dreams	18+
Fri	2008/01/18	22:00	C1GA Cinema 1 General Admit	The American Astronaut	18+
Sat	2008/01/19	11:00	C2GA Cinema 2 General Admit	Lucky Miles	MA15+
Sat	2008/01/19	14:00	C2GA Cinema 2 General Admit	The Photograph + Letters From America	18+
Sat	2008/01/19	16:00	C1GA Cinema 1 General Admit	Going Down	M
Sat	2008/01/19	18:00	C2GA Cinema 2 General Admit	Hostage + Q&A	18+
Sun	2008/01/20	10:30	C2GA Cinema 2 General Admit	Nocturna	G
Sun	2008/01/20	13:00	C2GA Cinema 2 General Admit	Nocturna	G
Sun	2008/01/20	15:30	C1GA Cinema 1 General Admit	From The Snow + Panel Discussion	18+
Mon	2008/01/21	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Mon	2008/01/21	13:00	C1GA Cinema 1 General Admit	Surfs Up	G
Mon	2008/01/21	13:30	C2GA Cinema 2 General Admit	Lucky Miles	MA15+
Tue	2008/01/22	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Tue	2008/01/22	13:00	C2GA Cinema 2 General Admit	Surfs Up	G
Wed	2008/01/23	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Wed	2008/01/23	13:00	C2GA Cinema 2 General Admit	Surfs Up	G
Wed	2008/01/23	19:00	C2GA Cinema 2 General Admit	Brides	MA 15+
Thu	2008/01/24	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Thu	2008/01/24	13:00	C2GA Cinema 2 General Admit	Surfs Up	G
Thu	2008/01/24	19:00	C1GA Cinema 1 General Admit	Mirupafshim	18+
Fri	2008/01/25	11:00	C2GA Cinema 2 General Admit	Animated Kids' Classics	G
Fri	2008/01/25	13:00	C2GA Cinema 2 General Admit	Surfs Up	G
Fri	2008/01/25	19:00	C2GA Cinema 2 General Admit	Delivery	18+
Fri	2008/01/25	22:00	C1GA Cinema 1 General Admit	The Kids Are Alright	M
Sat	2008/01/26	11:00	C2GA Cinema 2 General Admit	Lucky Miles	MA15+
Sat	2008/01/26	14:00	C1GA Cinema 1 General Admit	Classic Queer Shorts	Unclassified 18+
Sat	2008/01/26	14:00	C2GA Cinema 2 General Admit	The Immigrant	18+
